Time,Veh_Type,TollBoothID,Lane_Type,Veh_Dimensions,Trans_Amount,Amount_paid,Geo_location,Speed,Fraud_indicator
7/31/2023 23:00,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",62,Not Fraud
8/1/2023 3:40,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",86,Not Fraud
8/2/2023 9:15,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",50,Not Fraud
8/3/2023 13:50,Car,A-101,Regular,Small,100,90,"12.84197701525119, 77.67547528176169",75,Fraud
8/4/2023 18:30,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",70,Not Fraud
8/5/2023 23:05,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,Not Fraud
8/6/2023 3:40,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",58,Not Fraud
8/7/2023 9:20,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",84,Not Fraud
8/8/2023 13:55,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",69,Not Fraud
8/9/2023 18:30,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",97,Not Fraud
8/10/2023 0:10,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",47,Not Fraud
8/11/2023 4:50,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",82,Not Fraud
8/12/2023 9:25,Truck,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",61,Fraud
8/13/2023 14:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",89,Not Fraud
8/14/2023 19:40,Sedan,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",54,Fraud
8/15/2023 0:20,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",78,Not Fraud
8/16/2023 5:00,Bus ,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",65,Fraud
8/17/2023 9:30,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",92,Not Fraud
8/18/2023 14:10,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",51,Not Fraud
8/19/2023 18:45,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",76,Not Fraud
8/20/2023 23:20,Van,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",60,Fraud
8/21/2023 4:00,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",85,Not Fraud
8/22/2023 8:30,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",67,Not Fraud
8/23/2023 13:10,Bus ,C-103,Regular,Large,340,60,"12.84197701525119, 77.67547528176169",94,Fraud
8/24/2023 16:45,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",46,Not Fraud
8/25/2023 22:25,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",81,Not Fraud
8/26/2023 2:55,Truck,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",63,Fraud
8/27/2023 7:35,Van,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",87,Fraud
8/28/2023 12:10,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",52,Not Fraud
8/29/2023 15:45,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",74,Not Fraud
8/30/2023 21:25,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",58,Not Fraud
8/31/2023 3:05,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",83,Not Fraud
9/1/2023 7:35,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",71,Not Fraud
9/2/2023 11:10,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",98,Not Fraud
9/3/2023 16:50,Van,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",48,Fraud
9/4/2023 21:25,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",85,Not Fraud
9/5/2023 3:05,SUV,B-102,Express,Large,150,100,"12.84197701525119, 77.67547528176169",66,Fraud
9/6/2023 8:40,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,Not Fraud
9/7/2023 13:20,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",54,Not Fraud
9/8/2023 18:55,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",80,Not Fraud
9/9/2023 23:30,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",62,Not Fraud
9/10/2023 5:10,Van,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",89,Fraud
9/11/2023 9:40,Sedan,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",45,Fraud
9/12/2023 14:20,SUV,B-102,Regular,Large,150,100,"12.84197701525119, 77.67547528176169",77,Fraud
9/13/2023 17:55,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",70,Not Fraud
9/14/2023 23:35,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",92,Not Fraud
9/15/2023 4:05,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",49,Not Fraud
9/16/2023 8:45,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,Not Fraud
9/17/2023 13:20,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",67,Not Fraud
9/18/2023 16:55,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",95,Not Fraud
9/19/2023 22:35,SUV,B-102,Express,Large,150,100,"12.84197701525119, 77.67547528176169",56,Fraud
9/20/2023 4:15,Bus ,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",83,Fraud
9/21/2023 8:45,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",68,Not Fraud
9/22/2023 13:25,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",96,Not Fraud
9/23/2023 18:00,Truck,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",47,Fraud
9/24/2023 22:35,Van,B-102,Regular,Medium,130,90,"12.84197701525119, 77.67547528176169",82,Fraud
6/23/2023 13:30,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",59,Not Fraud
6/24/2023 18:05,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",87,Not Fraud
6/25/2023 23:40,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",50,Not Fraud
6/26/2023 5:20,Car,A-101,Regular,Small,100,80,"12.84197701525119, 77.67547528176169",76,Fraud
6/23/2023 23:30,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",65,Not Fraud
6/24/2023 16:05,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",90,Not Fraud
6/25/2023 13:40,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",53,Not Fraud
6/26/2023 3:20,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",79,Not Fraud
6/27/2023 9:50,SUV,B-102,Express,Large,150,60,"12.84197701525119, 77.67547528176169",73,Fraud
6/28/2023 14:30,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",97,Not Fraud
6/29/2023 18:05,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",44,Not Fraud
6/30/2023 23:45,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",81,Not Fraud
7/1/2023 3:15,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",64,Not Fraud
7/2/2023 7:55,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",93,Not Fraud
7/3/2023 12:30,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",57,Not Fraud
7/4/2023 16:05,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",86,Not Fraud
7/5/2023 21:45,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",71,Not Fraud
7/6/2023 3:25,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",99,Not Fraud
7/7/2023 8:55,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",46,Not Fraud
7/8/2023 13:35,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",82,Not Fraud
7/9/2023 18:10,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",67,Not Fraud
7/10/2023 23:50,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",94,Not Fraud
7/11/2023 5:30,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",52,Not Fraud
7/12/2023 10:05,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",88,Not Fraud
7/13/2023 14:45,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",63,Not Fraud
7/14/2023 19:20,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",91,Not Fraud
7/15/2023 0:55,Truck,C-103,Express,Large,340,60,"12.84197701525119, 77.67547528176169",55,Fraud
7/16/2023 6:35,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",81,Not Fraud
7/17/2023 11:05,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",57,Not Fraud
7/18/2023 15:40,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",84,Not Fraud
7/19/2023 21:20,Bus ,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",66,Fraud
7/20/2023 2:10,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",91,Not Fraud
7/21/2023 6:30,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",49,Not Fraud
7/22/2023 11:05,Truck,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",77,Fraud
7/23/2023 16:45,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",59,Not Fraud
7/24/2023 21:20,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",88,Not Fraud
7/25/2023 2:50,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",68,Not Fraud
7/26/2023 7:30,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",93,Not Fraud
7/27/2023 12:05,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",72,Not Fraud
7/28/2023 16:40,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",90,Not Fraud
7/29/2023 22:20,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",53,Not Fraud
7/30/2023 3:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",80,Not Fraud
7/31/2023 7:30,Sedan,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",67,Fraud
8/1/2023 12:05,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",96,Not Fraud
8/2/2023 15:40,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",45,Not Fraud
8/3/2023 21:20,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",79,Not Fraud
8/4/2023 2:55,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",62,Not Fraud
8/5/2023 6:30,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",86,Not Fraud
8/6/2023 11:10,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,Not Fraud
8/7/2023 15:50,Sedan,A-101,Regular,Medium,120,100,"12.84197701525119, 77.67547528176169",75,Fraud
8/8/2023 20:25,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",70,Not Fraud
8/9/2023 1:00,Bus ,C-103,Regular,Large,340,100,"12.84197701525119, 77.67547528176169",93,Fraud
8/10/2023 6:40,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",58,Not Fraud
8/11/2023 11:15,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",84,Not Fraud
8/12/2023 15:50,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",69,Not Fraud
8/13/2023 21:30,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",97,Not Fraud
8/14/2023 3:10,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",47,Not Fraud
8/15/2023 7:40,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",82,Not Fraud
8/16/2023 12:20,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",61,Not Fraud
8/17/2023 16:55,Car,A-101,Regular,Small,100,80,"12.84197701525119, 77.67547528176169",89,Fraud
8/18/2023 22:35,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",54,Not Fraud
8/19/2023 4:15,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,Not Fraud
8/20/2023 8:50,Van,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",65,Fraud
8/21/2023 13:30,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",92,Not Fraud
8/22/2023 18:05,SUV,B-102,Express,Large,150,100,"12.84197701525119, 77.67547528176169",51,Fraud
8/23/2023 23:40,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",76,Not Fraud
8/24/2023 5:20,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",60,Not Fraud
8/25/2023 9:50,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",85,Not Fraud
8/26/2023 14:30,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",67,Not Fraud
8/27/2023 18:05,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",94,Not Fraud
8/28/2023 23:45,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",46,Not Fraud
8/29/2023 3:15,SUV,B-102,Regular,Large,150,90,"12.84197701525119, 77.67547528176169",81,Fraud
8/30/2023 7:55,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",63,Not Fraud
8/31/2023 12:30,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",87,Not Fraud
9/1/2023 16:05,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",52,Not Fraud
9/2/2023 21:45,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",74,Not Fraud
9/3/2023 3:25,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",58,Not Fraud
9/4/2023 8:55,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",83,Not Fraud
9/5/2023 13:35,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",71,Not Fraud
9/6/2023 18:10,Bus ,C-103,Regular,Large,340,130,"12.84197701525119, 77.67547528176169",98,Fraud
9/7/2023 23:50,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",48,Not Fraud
9/8/2023 5:30,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",85,Not Fraud
9/9/2023 10:05,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",66,Not Fraud
9/10/2023 14:45,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",93,Not Fraud
9/11/2023 19:20,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",54,Not Fraud
9/12/2023 0:55,SUV,B-102,Regular,Large,150,100,"12.84197701525119, 77.67547528176169",80,Fraud
9/13/2023 6:35,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",62,Not Fraud
9/14/2023 11:05,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",89,Not Fraud
9/15/2023 15:30,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",45,Not Fraud
9/16/2023 21:20,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",77,Not Fraud
9/17/2023 2:00,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",70,Not Fraud
9/18/2023 6:30,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",92,Not Fraud
9/19/2023 11:05,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",49,Not Fraud
9/20/2023 16:45,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,Not Fraud
9/21/2023 21:20,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",67,Not Fraud
9/22/2023 2:50,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",95,Not Fraud
9/23/2023 7:30,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",56,Not Fraud
1/1/2023 8:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",83,Not Fraud
1/2/2023 12:30,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",68,Not Fraud
1/3/2023 16:45,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",96,Not Fraud
1/4/2023 20:15,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",47,Not Fraud
1/5/2023 1:30,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",82,Not Fraud
1/6/2023 5:45,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",59,Not Fraud
1/7/2023 10:15,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",87,Not Fraud
1/8/2023 14:30,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",50,Not Fraud
1/9/2023 18:00,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",76,Not Fraud
1/10/2023 22:15,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",65,Not Fraud
1/11/2023 2:30,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",90,Not Fraud
1/12/2023 6:45,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",53,Not Fraud
1/13/2023 11:15,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",79,Not Fraud
1/14/2023 15:30,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",73,Not Fraud
1/15/2023 19:00,Van,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",97,Fraud
1/16/2023 23:15,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",44,Not Fraud
1/17/2023 3:30,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",81,Not Fraud
1/18/2023 7:45,Bus ,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",64,Fraud
1/19/2023 12:15,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",93,Not Fraud
1/20/2023 16:30,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",57,Not Fraud
1/21/2023 20:00,Truck,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",86,Fraud
1/22/2023 0:15,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",71,Not Fraud
1/23/2023 4:45,Sedan,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",99,Not Fraud
1/24/2023 8:45,SUV,B-102,Express,Large,150,100,"12.84197701525119, 77.67547528176169",46,Fraud
1/25/2023 13:15,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",82,Not Fraud
1/26/2023 17:30,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",67,Not Fraud
1/27/2023 21:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",94,Not Fraud
1/28/2023 1:15,Truck,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",52,Fraud
1/29/2023 5:30,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",88,Not Fraud
1/30/2023 9:45,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",63,Not Fraud
1/31/2023 14:15,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",91,Not Fraud
2/1/2023 18:30,Bus ,C-103,Express,Large,340,150,"12.84197701525119, 77.67547528176169",55,Fraud
2/2/2023 22:00,Car,A-101,Regular,Small,100,80,"12.84197701525119, 77.67547528176169",81,Fraud
2/3/2023 2:15,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",58,Not Fraud
2/4/2023 6:30,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",83,Not Fraud
2/5/2023 10:45,Van,B-102,Express,Medium,130,90,"12.84197701525119, 77.67547528176169",66,Fraud
2/6/2023 15:15,Sedan,A-101,Regular,Medium,120,100,"12.84197701525119, 77.67547528176169",91,Fraud
2/7/2023 19:30,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",49,Not Fraud
2/8/2023 23:00,Bus ,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",77,Not Fraud
2/9/2023 3:15,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",59,Not Fraud
2/10/2023 7:30,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",88,Not Fraud
2/11/2023 11:45,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",68,Not Fraud
2/12/2023 16:15,Van,B-102,Regular,Medium,130,100,"12.84197701525119, 77.67547528176169",93,Fraud
2/13/2023 20:20,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",72,Not Fraud
2/14/2023 0:00,SUV,B-102,Regular,Large,150,120,"12.84197701525119, 77.67547528176169",90,Fraud
2/15/2023 4:15,Bus ,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",53,Fraud
2/16/2023 8:30,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",80,Not Fraud
2/17/2023 12:45,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",67,Not Fraud
2/18/2023 17:15,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",96,Not Fraud
2/19/2023 21:30,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",45,Not Fraud
2/20/2023 1:00,Sedan,A-101,Regular,Medium,120,100,"12.84197701525119, 77.67547528176169",79,Fraud
2/21/2023 5:15,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",62,Not Fraud
2/22/2023 9:30,Bus ,C-103,Regular,Large,340,60,"12.84197701525119, 77.67547528176169",86,Fraud
2/23/2023 13:45,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",50,Not Fraud
2/24/2023 18:15,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",75,Not Fraud
2/25/2023 22:30,Truck,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",70,Fraud
2/26/2023 2:00,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",93,Not Fraud
2/27/2023 6:15,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",58,Not Fraud
2/28/2023 10:30,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",84,Not Fraud
3/1/2023 14:45,Bus ,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",69,Fraud
3/2/2023 19:15,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",97,Not Fraud
3/3/2023 23:30,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",47,Not Fraud
3/4/2023 3:00,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",82,Not Fraud
3/5/2023 7:15,Van,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",61,Fraud
3/6/2023 11:30,Sedan,A-101,Regular,Medium,120,90,"12.84197701525119, 77.67547528176169",89,Fraud
3/7/2023 15:45,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",54,Not Fraud
3/8/2023 20:15,Bus ,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",78,Fraud
3/9/2023 0:30,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",65,Not Fraud
3/10/2023 4:00,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",92,Not Fraud
3/11/2023 8:15,Truck,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",51,Not Fraud
3/12/2023 12:30,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",76,Not Fraud
3/13/2023 16:45,Sedan,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",60,Not Fraud
3/14/2023 21:25,SUV,B-102,Regular,Large,150,100,"12.84197701525119, 77.67547528176169",85,Fraud
3/15/2023 1:30,Bus ,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",67,Not Fraud
3/16/2023 5:00,Car,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",94,Not Fraud
3/17/2023 9:15,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",46,Not Fraud
3/18/2023 13:30,Truck,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",81,Not Fraud
3/19/2023 17:45,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",63,Not Fraud
3/20/2023 22:15,Sedan,A-101,Regular,Medium,120,100,"12.84197701525119, 77.67547528176169",87,Fraud
3/21/2023 2:30,SUV,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",52,Not Fraud
3/22/2023 6:00,Bus ,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",74,Fraud
3/23/2023 10:15,Car,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",58,Not Fraud
3/24/2023 14:30,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",83,Not Fraud
3/25/2023 18:45,Truck,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",71,Fraud
3/26/2023 23:15,Van,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",98,Not Fraud
3/27/2023 3:30,Sedan,A-101,Express,Medium,120,90,"12.84197701525119, 77.67547528176169",48,Fraud
3/28/2023 7:00,SUV,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",85,Not Fraud
3/29/2023 11:15,Bus ,C-103,Express,Large,340,60,"12.84197701525119, 77.67547528176169",66,Fraud
3/30/2023 15:30,Car,A-101,Regular,Small,100,80,"12.84197701525119, 77.67547528176169",93,Fraud
3/31/2023 19:45,Motorcycle,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",54,Not Fraud
4/1/2023 0:15,Truck,C-103,Regular,Large,340,90,"12.84197701525119, 77.67547528176169",80,Fraud
4/2/2023 4:30,Van,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",62,Not Fraud
